Elapsed_Time(s),Target_X,Target_Y,Error_X,Error_Y,PWM_X,PWM_Y
49.4987,328.204,192.757,8.20395,-7.24332,1814.37,1435.09
49.5132,329.245,192.619,9.2453,-7.38095,1809.91,1438.03
49.5308,329.322,193.011,9.32233,-6.98898,1805.91,1440.83
49.5463,329.716,195.497,9.71579,-4.50333,1801.88,1434.94
49.5653,329.966,196.468,9.96625,-3.53165,1797.88,1434.94
49.582,328.968,195.696,8.96805,-4.30417,1793.88,1434.94
49.5991,327.293,195.732,7.29321,-4.26833,1789.88,1434.94
49.6131,326.024,193.637,6.02402,-6.36299,1785.88,1443.28
49.631,325.194,192.668,5.19446,-7.33188,1790.26,1446.78
49.6464,324.245,191.476,4.24503,-8.52422,1790.26,1451.03
49.6643,323.883,190.411,3.88312,-9.58875,1790.26,1455.46
49.6812,324.263,190.851,4.263,-9.14908,1790.26,1458.61
49.6975,325.332,192.617,5.33194,-7.38255,1790.26,1461.41
49.713,326.173,194.23,6.17288,-5.7704,1782.72,1464.21
49.7309,327.451,196.859,7.45081,-3.14072,1778.72,1460.03
49.7463,328.809,198.118,8.8085,-1.88226,1774.22,1460.03
49.7642,328.777,198.11,8.77682,-1.88985,1770.22,1460.03
49.7796,328.2,198.254,8.19971,-1.7457,1766.22,1460.03
49.7976,327.003,196.98,7.00284,-3.01994,1762.22,1460.03
49.8129,325.85,195.391,5.84973,-4.60928,1758.22,1460.03
49.8312,324.833,194.473,4.83334,-5.52661,1762.39,1466.08
49.8463,323.668,192.24,3.66806,-7.75972,1762.39,1470.95
49.8642,322.035,191.245,2.03464,-8.75468,1762.39,1475.01
49.8796,322.022,191.086,2.02249,-8.9142,1762.39,1478.54
49.8976,322.824,188.262,2.82428,-11.7378,1762.39,1485.06
49.9129,323.594,186.56,3.59387,-13.4396,1762.39,1491.63
49.9309,324.753,188.114,4.75339,-11.8862,1762.39,1495.03
49.9463,325.75,189.849,5.74963,-10.1514,1755.34,1497.83
49.9643,326.685,191.575,6.68472,-8.425,1751.34,1500.63
49.9796,327.671,194.424,7.67081,-5.57576,1747.34,1497.83
49.9976,328.598,195.949,8.59827,-4.05095,1743.34,1493.8
50.0129,328.459,197.49,8.45908,-2.51024,1739.34,1493.8
50.0309,327.601,198.186,7.60086,-1.81403,1735.34,1493.8
50.0463,326.007,197.625,6.0072,-2.37518,1731.34,1493.8
50.0642,325.356,196.252,5.35605,-3.74849,1735.7,1493.8
50.0796,324.102,195.315,4.10156,-4.68527,1735.7,1493.8
50.0976,322.429,194.734,2.42923,-5.26636,1735.7,1493.8
50.1129,322.285,194.671,2.28506,-5.32881,1735.7,1493.8
50.1309,322.713,192.899,2.71341,-7.10106,1735.7,1501.66
50.1463,323.423,191.437,3.42325,-8.56279,1735.7,1506.16
50.1642,324.304,191.121,4.30414,-8.87865,1735.7,1509.77
50.1796,325.116,190.664,5.11581,-9.33646,1735.7,1513.71
50.1976,326.014,190.378,6.0145,-9.62158,1729.07,1517.59
50.213,326.863,191.284,6.86349,-8.71587,1725.07,1520.39
50.2309,327.653,190.974,7.65265,-9.02647,1721.07,1524.05
50.2463,327.737,191.312,7.73718,-8.6875,1717.07,1527.08
50.2642,327.382,194.7,7.38226,-5.2997,1713.07,1520.79
50.2797,326.678,195.956,6.67761,-4.04382,1709.07,1520.79
50.2976,325.865,195.786,5.86533,-4.21381,1705.07,1520.79
50.313,324.432,196.93,4.43192,-3.07042,1710.04,1520.79
50.3312,322.987,196.313,2.98724,-3.68739,1710.04,1520.79
50.3463,321.193,195.103,1.19324,-4.89694,1710.04,1520.79
50.3643,320.746,195.658,0.746277,-4.34163,1710.04,1520.79
50.3796,321.265,194.712,1.26541,-5.28752,1710.04,1520.79
50.3975,321.753,193.176,1.7529,-6.82422,1710.04,1528.33
50.4129,322.626,193.276,2.62561,-6.72414,1710.04,1531.13
50.431,323.32,192.792,3.32013,-7.20792,1710.04,1534.22
50.4463,323.928,191.694,3.92819,-8.30598,1710.04,1538.32
50.4641,324.566,191.691,4.56601,-8.30858,1710.04,1541.49
50.4795,325.222,192.24,5.22165,-7.75974,1710.04,1544.29
50.4993,325.713,193.166,5.7131,-6.83417,1704.1,1547.09
50.5129,326.318,194.995,6.31848,-5.00494,1700.1,1540.57
50.5309,326.663,196.5,6.66333,-3.5,1696.1,1540.57
50.5462,325.906,196.709,5.90598,-3.2906,1692.1,1540.57
50.564,325.629,199.317,5.62857,-0.682541,1688.1,1540.57
50.5795,325.175,200.442,5.17468,0.442307,1692.82,1540.57
50.6015,323.317,199.251,3.31683,-0.749176,1692.82,1540.57
50.6131,321.831,200.13,1.83078,0.129913,1692.82,1540.57
50.6308,321.337,200.153,1.33676,0.152924,1692.82,1540.57
50.6463,321.796,198.12,1.79581,-1.87958,1692.82,1540.57
50.6641,322.016,197.804,2.01587,-2.19577,1692.82,1540.57
50.6795,322.306,197.727,2.30569,-2.27289,1692.82,1540.57
50.6974,322.42,196.746,2.41968,-3.25389,1692.82,1540.57
50.7129,322.965,196.28,2.96454,-3.71986,1692.82,1540.57
50.7308,323.357,195.957,3.35651,-4.04279,1692.82,1540.57
50.7462,323.781,195.232,3.7807,-4.76842,1692.82,1540.57
50.7641,324.502,194.887,4.50174,-5.11285,1692.82,1540.57
50.7796,324.96,194.77,4.96014,-5.23007,1692.82,1540.57
50.7975,325.342,193.791,5.34219,-6.20921,1692.82,1547.44
50.8129,325.851,193.63,5.85083,-6.37016,1685.64,1550.24
50.8311,326.455,193.443,6.45532,-6.5567,1681.64,1553.04
50.8463,326.863,192.77,6.86298,-7.22963,1677.64,1556.37
50.8642,326.684,193.125,6.68375,-6.87521,1673.64,1559.17
50.8796,325.186,194.137,5.18594,-5.86264,1679.3,1561.97
50.8974,322.909,195.99,2.90924,-4.01047,1679.3,1557.7
50.913,321.02,198.467,1.01993,-1.53261,1679.3,1557.7
50.9308,320.805,199.213,0.80542,-0.787384,1679.3,1557.7
50.9463,320.989,199.888,0.989319,-0.112305,1679.3,1557.7
50.9642,321.544,200.516,1.54431,0.515961,1679.3,1557.7
50.9796,321.861,198.684,1.86142,-1.31648,1679.3,1557.7
50.9974,322.171,198.475,2.17133,-1.52515,1679.3,1557.7
51.0129,322.661,198.223,2.66122,-1.77718,1679.3,1557.7
51.0308,322.949,197.497,2.94916,-2.50282,1679.3,1557.7
51.0462,323.665,196.936,3.66479,-3.06367,1679.3,1557.7
51.0641,324.017,197,4.01675,-3,1679.3,1557.7
51.0795,324.564,196.262,4.56366,-3.73782,1679.3,1557.7
51.0974,324.817,195.538,4.81677,-4.46199,1679.3,1557.7
51.1129,325.274,194.911,5.27356,-5.08878,1679.3,1557.7
51.1309,325.768,194.616,5.76837,-5.38419,1672.93,1557.7
51.1463,325.998,193.715,5.99805,-6.28488,1668.93,1565.39
51.1641,326.469,193.509,6.46857,-6.49142,1664.93,1568.19
51.1796,326.584,192.819,6.58383,-7.18146,1660.93,1571.5
51.1974,325.276,192.877,5.27567,-7.12253,1665.75,1574.3
51.2131,323.741,194.659,3.74075,-5.34074,1665.75,1568.4
51.2308,322.303,194.144,2.3027,-5.85585,1665.75,1574.92
51.2463,321.875,194.579,1.87549,-5.42146,1665.75,1570
51.2642,322.195,193.83,2.19507,-6.17046,1665.75,1576.84
51.2796,322.48,193.646,2.48001,-6.35428,1665.75,1579.64
51.2973,322.945,195.343,2.9451,-4.65686,1665.75,1574.99
51.3141,323.297,195.234,3.29739,-4.76646,1665.75,1574.99
51.3307,323.764,195.891,3.76389,-4.10913,1665.75,1574.99
51.3462,323.93,196.817,3.93005,-3.18312,1665.75,1574.99
51.3642,324.402,195.205,4.40244,-4.79471,1665.75,1574.99
51.3796,324.726,194.722,4.72583,-5.27811,1665.75,1574.99
51.3975,324.934,194.301,4.93414,-5.69861,1665.75,1581.31
51.4129,325.157,193.432,5.15723,-6.56813,1665.75,1584.55
51.4309,325.545,192.128,5.54507,-7.87212,1659.64,1588.49
51.4463,325.761,191.464,5.76053,-8.53639,1655.64,1592.3
51.4642,325.378,192.087,5.3779,-7.9128,1659.82,1595.1
51.4796,324.546,194.94,4.54578,-5.06044,1659.82,1588.42
51.4975,324.16,196.221,4.15952,-3.77914,1659.82,1588.42
51.5129,323.223,198.329,3.22293,-1.67084,1659.82,1588.42
51.5307,323.135,199.708,3.13492,-0.291672,1659.82,1588.42
51.5463,323.131,196.233,3.13113,-3.76685,1659.82,1588.42
51.5642,323.132,195.491,3.13208,-4.50943,1659.82,1588.42
51.5795,323.242,195.854,3.24167,-4.14583,1659.82,1588.42
51.5974,323.105,194.037,3.10526,-5.96297,1659.82,1595.01
51.6147,323.358,193.388,3.35849,-6.61215,1659.82,1598.02
51.6314,323.43,193.121,3.43005,-6.8786,1659.82,1600.85
51.6468,323.526,192.504,3.52579,-7.49603,1659.82,1604.23
51.6643,323.609,192.653,3.6088,-7.34731,1659.82,1607.03
51.6798,323.747,192.665,3.74698,-7.33534,1659.82,1609.83
51.6976,323.814,193.693,3.8139,-6.30675,1659.82,1612.63
51.7132,323.874,194.26,3.87399,-5.73984,1659.82,1615.43
51.7308,323.966,194.653,3.96628,-5.34723,1659.82,1611.2
51.7463,324.105,196.908,4.10526,-3.09161,1659.82,1611.2
51.7642,324.03,199.061,4.02957,-0.938858,1659.82,1611.2
51.7796,324.162,200.498,4.16245,0.497894,1659.82,1611.2
51.7974,324.159,201.455,4.15903,1.45534,1659.82,1611.2
51.8129,324.062,200.306,4.06158,0.305725,1659.82,1611.2
51.8308,324.209,199.509,4.20941,-0.491455,1659.82,1611.2
51.8464,324.175,199.638,4.17545,-0.361847,1659.82,1611.2
51.8642,324.148,198.863,4.14792,-1.1375,1659.82,1611.2
51.8796,324.004,198.376,4.00406,-1.62398,1659.82,1611.2
51.8975,324.018,198.061,4.01819,-1.93939,1659.82,1611.2
51.9129,324.072,197.168,4.07187,-2.83234,1659.82,1611.2
51.9309,324.228,196.604,4.22797,-3.39571,1659.82,1611.2
51.9463,324.15,196.295,4.14957,-3.70512,1659.82,1611.2
51.9642,324.235,195.476,4.2348,-4.52411,1659.82,1611.2
51.9797,324.166,195.192,4.16568,-4.80838,1659.82,1611.2
51.9976,324.374,194.683,4.37424,-5.31697,1659.82,1611.2
52.0129,324.311,193.982,4.31085,-6.0184,1659.82,1618.58
52.0313,324.454,193.303,4.45398,-6.69734,1659.82,1621.61
52.0463,324.465,192.821,4.46545,-7.17886,1659.82,1624.76
52.0642,324.562,192.319,4.56226,-7.68073,1659.82,1628.06
52.0796,324.622,192.372,4.62222,-7.62828,1659.82,1630.92
52.0975,324.533,193.58,4.53253,-6.42012,1659.82,1633.72
52.113,324.609,194.523,4.6088,-5.47705,1659.82,1628.31
52.1329,324.667,196.635,4.66666,-3.36508,1659.82,1628.31
52.1469,324.737,197.827,4.73718,-2.17308,1659.82,1628.31
52.1642,324.7,197.751,4.7002,-2.24948,1659.82,1628.31
52.1796,324.683,198.247,4.68274,-1.75301,1659.82,1628.31
52.1975,324.767,197.31,4.76727,-2.69034,1659.82,1628.31
52.213,324.748,197.078,4.74841,-2.92242,1659.82,1628.31
52.2329,324.856,196.862,4.85596,-3.13786,1659.82,1628.31
52.2464,324.945,196.504,4.94513,-3.49594,1659.82,1628.31
52.2643,324.958,196.246,4.95807,-3.75449,1659.82,1628.31
52.2796,325.188,195.804,5.18777,-4.1962,1659.82,1628.31
52.2976,325.551,195.505,5.55072,-4.49483,1653.69,1628.31
52.3129,325.706,195.423,5.70566,-4.577,1649.69,1628.31
52.3309,325.773,195.048,5.77292,-4.95209,1645.69,1628.31
52.3463,325.55,194.416,5.5502,-5.58434,1641.69,1635.15
52.3643,324.994,194.753,4.99356,-5.24731,1645.71,1631.11
52.3796,324.52,194.378,4.52032,-5.62195,1645.71,1638.03
52.3976,323.659,194.653,3.6586,-5.34747,1645.71,1633.97
52.413,322.808,196.652,2.80777,-3.34764,1645.71,1633.97
52.4309,322.841,195.676,2.841,-4.32376,1645.71,1633.97
52.4464,322.824,194.685,2.82401,-5.3147,1645.71,1633.97
52.4643,323.122,195.255,3.12201,-4.7451,1645.71,1633.97
52.4797,323.129,194.708,3.12918,-5.29167,1645.71,1633.97
52.4975,323.54,194.07,3.54007,-5.93037,1645.71,1640.54
52.513,323.648,194.119,3.64825,-5.88139,1645.71,1643.34
52.5309,323.58,194.253,3.58032,-5.74699,1645.71,1646.14
52.5463,323.715,194.079,3.71457,-5.92084,1645.71,1648.94
52.5642,323.798,194,3.79755,-6,1645.71,1651.74
52.5796,324.008,195.151,4.00775,-4.84883,1645.71,1646.67
52.5975,323.895,198.256,3.89502,-1.74402,1645.71,1646.67
52.613,323.845,201.381,3.84531,1.38121,1645.71,1646.67
52.6326,323.749,203.588,3.74905,3.58812,1645.71,1646.67
52.6469,323.797,203.529,3.79684,3.52859,1645.71,1646.67
52.6643,324.006,203.189,4.00592,3.18935,1645.71,1646.67
52.6796,324.053,203.746,4.05325,3.74556,1645.71,1646.67
52.6975,324.036,203.228,4.03592,3.22754,1645.71,1646.67
52.7131,324.165,203.056,4.16479,3.05618,1645.71,1646.67
52.731,324.323,203.313,4.32343,3.31349,1645.71,1646.67
52.7463,324.356,203.197,4.35645,3.19653,1645.71,1646.67
52.7643,324.378,203.034,4.37827,3.03371,1645.71,1646.67
52.7796,324.447,203.413,4.44696,3.41287,1645.71,1646.67
52.7975,324.405,203.353,4.40463,3.3526,1645.71,1646.67
52.8129,324.611,202.943,4.61142,2.94286,1645.71,1646.67
52.8308,324.725,202.804,4.72455,2.8044,1645.71,1646.67
52.8462,324.733,202.959,4.73294,2.95906,1645.71,1646.67
52.8642,324.742,203.017,4.74182,3.01733,1645.71,1646.67
52.8795,324.957,203.107,4.95712,3.10721,1645.71,1646.67
52.8974,325.047,203.145,5.04657,3.14525,1645.71,1646.67
52.9129,325.096,203.159,5.09552,3.15918,1645.71,1646.67
52.9308,325.099,203.19,5.09869,3.18994,1645.71,1646.67
52.9479,325.192,203.129,5.19202,3.12862,1645.71,1646.67
52.9642,325.189,203.095,5.18942,3.09471,1645.71,1646.67
52.9796,325.161,203.189,5.16116,3.18864,1645.71,1646.67
52.9974,325.29,203.194,5.28986,3.19385,1645.71,1646.67
53.0129,325.26,203.388,5.26007,3.38828,1645.71,1646.67
53.0308,325.407,203.493,5.40741,3.4926,1645.71,1646.67
53.0463,325.394,203.431,5.39359,3.43126,1645.71,1646.67
53.0641,325.414,203.591,5.41437,3.59116,1645.71,1646.67
53.0795,325.512,203.798,5.51227,3.79825,1638.96,1646.67
53.0973,325.437,203.955,5.43729,3.9552,1642.97,1646.67
53.113,325.363,204.032,5.36331,4.03175,1642.97,1646.67
53.1308,324.298,203.998,4.29834,3.99834,1642.97,1646.67
53.1463,323.8,205.502,3.79965,5.50168,1642.97,1639.95
53.1642,323.674,205.33,3.67355,5.3299,1642.97,1643.94
53.1796,323.763,204.634,3.76288,4.63402,1642.97,1643.94
53.1974,324.101,205.111,4.10086,5.11111,1642.97,1643.94
53.2131,324.06,204.031,4.05981,4.03076,1642.97,1643.94
53.2308,324.296,204.965,4.29648,4.96483,1642.97,1643.94
53.2462,324.065,205.239,4.06497,5.23932,1642.97,1643.94
53.2641,324.129,205.149,4.12897,5.14908,1642.97,1643.94
53.2795,324.15,205.836,4.15027,5.83592,1642.97,1636.79
53.2974,324.063,205.698,4.06271,5.69801,1642.97,1633.99
53.313,324.21,206.067,4.20975,6.06667,1642.97,1631.19
53.3308,324.297,206.108,4.29721,6.10837,1642.97,1628.39
53.3462,324.212,206.104,4.21198,6.10356,1642.97,1625.59
53.3641,324.377,205.471,4.37674,5.47131,1642.97,1630.02
53.3796,324.341,203.21,4.34134,3.20993,1642.97,1630.02
53.3974,324.292,201.105,4.29245,1.10535,1642.97,1630.02
53.4129,324.456,201.54,4.45581,1.53954,1642.97,1630.02
53.4308,324.422,202.304,4.42233,2.30421,1642.97,1630.02
53.4462,324.443,201.81,4.44339,1.80975,1642.97,1630.02
53.4642,324.676,202.303,4.67575,2.30302,1642.97,1630.02
53.4795,324.764,202.466,4.76376,2.46602,1642.97,1630.02
53.4975,324.85,202.548,4.85031,2.54784,1642.97,1630.02
53.5129,324.936,202.755,4.93613,2.75545,1642.97,1630.02
53.5308,325.064,202.654,5.06445,2.65408,1642.97,1630.02
53.5462,325.201,202.89,5.20062,2.89043,1642.97,1630.02
53.5642,325.156,203.182,5.15631,3.18182,1642.97,1630.02
53.5795,325.19,203.23,5.19025,3.22955,1642.97,1630.02
53.5973,325.247,203.615,5.24698,3.61516,1642.97,1630.02
53.6129,325.514,203.624,5.51447,3.62405,1636.26,1630.02
53.6308,325.404,203.858,5.40366,3.8578,1640.26,1630.02
53.6474,325.52,204.096,5.52005,4.09567,1633.84,1630.02
53.6662,325.647,204.222,5.64706,4.22173,1629.84,1630.02
53.6814,325.317,203.994,5.31696,3.99405,1634.68,1630.02
53.698,323.837,204.896,3.83694,4.8961,1634.68,1630.02
53.7134,322.51,205.991,2.51013,5.9913,1634.68,1622.68
53.7312,321.484,206.279,1.48392,6.27924,1634.68,1619.88
53.7463,321.444,206.962,1.44397,6.96216,1634.68,1616.64
53.7659,321.089,206.796,1.08881,6.79622,1634.68,1613.83
53.7796,321.35,205.16,1.35013,5.15967,1634.68,1620.28
53.7976,321.38,203.499,1.38034,3.49858,1634.68,1620.28
53.8129,321.497,202.131,1.49661,2.13091,1634.68,1620.28
53.8307,321.348,199.768,1.34818,-0.232117,1634.68,1620.28
53.8462,321.409,200.4,1.40945,0.400269,1634.68,1620.28
53.8659,321.381,202.063,1.38095,2.06302,1634.68,1620.28
53.8798,321.317,201.584,1.3168,1.58401,1634.68,1620.28
53.8975,321.073,202.175,1.07333,2.17467,1634.68,1620.28
53.9129,321.214,202.808,1.21408,2.80759,1634.68,1620.28
53.9309,320.896,203.166,0.895569,3.166,1634.68,1620.28
53.9463,320.811,203.277,0.811249,3.27711,1634.68,1620.28
53.9642,320.638,203.747,0.637726,3.74655,1634.68,1620.28
53.9797,320.558,204.402,0.55777,4.40239,1634.68,1620.28
53.9976,320.408,204.613,0.408142,4.61285,1634.68,1620.28
54.013,320.386,204.916,0.386292,4.91602,1634.68,1620.28
54.0309,320.466,205.566,0.465881,5.56561,1634.68,1614.14
54.0463,320.281,205.42,0.281342,5.42,1634.68,1618.85
54.0643,320.118,205.837,0.1185,5.83723,1634.68,1612.4
54.0797,320.094,205.912,0.0943298,5.91214,1634.68,1609.6
54.0976,319.937,205.581,-0.0632935,5.58139,1634.68,1606.8
54.113,319.916,206.348,-0.0839844,6.34755,1634.68,1603.74
54.131,319.867,206.133,-0.132568,6.13257,1634.68,1600.94
54.1463,319.978,205.081,-0.0224609,5.08115,1634.68,1606.16
54.1642,319.879,205.269,-0.120544,5.26938,1634.68,1606.16
54.1797,320.059,204.341,0.0588379,4.3414,1634.68,1606.16
54.1976,320.045,201.446,0.0450134,1.44647,1634.68,1606.16
54.2131,320.097,202.841,0.097168,2.84132,1634.68,1606.16
54.2309,320.075,202.623,0.0745239,2.62331,1634.68,1606.16
54.2463,319.921,202.466,-0.0790405,2.4664,1634.68,1606.16
54.2641,320.12,203.01,0.120331,3.00969,1634.68,1606.16
54.2796,320.083,203.619,0.0826721,3.61867,1634.68,1606.16
54.2975,320.008,203.719,0.00790405,3.71936,1634.68,1606.16
54.313,319.955,203.851,-0.045166,3.85126,1634.68,1606.16
54.3308,319.878,204.522,-0.122406,4.52214,1634.68,1606.16
54.3463,319.95,205.082,-0.0499268,5.08232,1634.68,1606.16
54.3642,319.976,204.917,-0.0236206,4.91733,1634.68,1606.16
54.3797,319.851,205.679,-0.149414,5.67944,1634.68,1599.21
54.3976,319.94,206.156,-0.0596619,6.15564,1634.68,1596.41
54.4129,320.017,206.167,0.0169373,6.16667,1634.68,1593.61
54.431,319.942,206.393,-0.0583801,6.39299,1634.68,1590.81
54.4463,320.111,205.302,0.111115,5.30205,1634.68,1596.24
54.4643,320.052,203.594,0.0516663,3.5941,1634.68,1596.24
54.4797,320.056,205.169,0.055542,5.16919,1634.68,1596.24
54.4976,320.071,203.621,0.0706177,3.62082,1634.68,1596.24
54.513,320.07,205.084,0.0704041,5.0836,1634.68,1596.24
54.5308,320.164,205.326,0.164215,5.32597,1634.68,1596.24
54.5462,320.159,205.16,0.15921,5.16045,1634.68,1596.24
54.5642,320.212,205.3,0.212006,5.30025,1634.68,1596.24
54.5807,320.242,206.053,0.242218,6.05276,1634.68,1589.17
54.5976,320.155,206.499,0.154907,6.49937,1634.68,1586.35
54.6129,320.321,206.416,0.321381,6.41577,1634.68,1583.55
54.6309,320.242,206.676,0.242432,6.67636,1634.68,1580.75
54.6463,320.321,206.052,0.320862,6.05215,1634.68,1577.95
54.6647,320.416,203.888,0.416412,3.88754,1634.68,1582.24
54.6805,320.346,201.4,0.346191,1.39999,1634.68,1582.24
54.6976,320.374,199.729,0.374451,-0.271118,1634.68,1582.24
54.7131,320.317,196.841,0.316895,-3.159,1634.68,1582.24
54.7308,320.153,197.143,0.153168,-2.85698,1634.68,1582.24
54.7463,320.074,198.582,0.0741882,-1.4178,1634.68,1582.24
54.7642,319.866,198.493,-0.134247,-1.5074,1634.68,1582.24
54.7795,319.675,198.995,-0.325439,-1.0045,1634.68,1582.24
54.7974,319.691,200.214,-0.309052,0.214127,1634.68,1582.24
54.8128,319.652,200.496,-0.348114,0.496017,1634.68,1582.24
54.8307,319.491,200.875,-0.509003,0.875,1634.68,1582.24
54.8462,319.317,201.763,-0.683167,1.76347,1634.68,1582.24
54.8642,319.218,202.379,-0.781769,2.37894,1634.68,1582.24
54.8796,319.057,202.947,-0.94339,2.94658,1634.68,1582.24
54.8975,318.933,203.971,-1.06668,3.97144,1634.68,1582.24
54.9129,318.862,204.486,-1.1377,4.48634,1634.68,1582.24
54.9308,318.464,205.084,-1.53613,5.08414,1634.68,1582.24
54.9463,318.26,206.022,-1.73981,6.02194,1634.68,1574.87
54.9642,318.165,206.594,-1.83493,6.59364,1634.68,1571.94
54.9796,317.902,207.119,-2.09836,7.11905,1634.68,1568.79
54.9975,317.887,207.168,-2.11319,7.16823,1634.68,1565.99
55.0129,317.697,204.777,-2.30267,4.77745,1634.68,1572.05
55.0308,317.341,204.704,-2.65939,4.70406,1634.68,1572.05
55.0462,317.319,204.097,-2.6806,4.09651,1634.68,1572.05
55.0642,317.159,202.205,-2.84097,2.2049,1634.68,1572.05
55.0795,317.109,202.707,-2.89056,2.70683,1634.68,1572.05
55.0975,317.045,204.925,-2.95462,4.92505,1634.68,1572.05
55.1129,316.812,204.904,-3.18805,4.90448,1634.68,1572.05
55.1308,316.626,205.416,-3.3739,5.41643,1634.68,1572.05
55.1463,316.777,206.834,-3.22253,6.83432,1634.68,1563.72
55.1643,316.531,207.539,-3.46866,7.53931,1634.68,1560.34
55.1795,316.481,207.941,-3.51852,7.94055,1634.68,1556.97
55.1975,316.427,208.28,-3.57324,8.28024,1634.68,1553.57
55.2129,316.391,207.394,-3.60886,7.39403,1634.68,1550.77
55.2308,316.504,206.92,-3.49622,6.91951,1634.68,1547.97
55.2462,316.288,209.203,-3.71225,9.20323,1634.68,1542.53
55.2642,316.286,209.76,-3.71442,9.7603,1634.68,1538.41
55.2795,316.237,208.23,-3.76282,8.22986,1634.68,1535.61
55.2978,316.122,206.072,-3.87827,6.0721,1634.68,1532.81
55.3129,315.954,204.687,-4.0462,4.6866,1634.68,1538.07
55.3308,316.003,201.977,-3.99728,1.97729,1634.68,1538.07
55.3462,315.762,201.47,-4.23822,1.46999,1634.68,1538.07
55.3642,315.895,199.95,-4.10461,-0.0496521,1634.68,1538.07
55.3795,315.791,199.137,-4.20868,-0.862686,1634.68,1538.07
55.3994,315.677,201.319,-4.32288,1.31937,1634.68,1538.07
55.413,315.594,202.592,-4.40631,2.59189,1634.68,1538.07
55.4311,315.563,202.692,-4.43729,2.69176,1634.68,1538.07
55.4463,315.462,203.931,-4.53799,3.93118,1634.68,1538.07
55.4642,315.361,204.986,-4.6395,4.98642,1634.68,1538.07
55.4796,315.305,205.55,-4.69547,5.54974,1634.68,1531.25
55.4996,315.269,206.651,-4.73071,6.65088,1634.68,1528
55.5133,315.209,207.801,-4.79123,7.80087,1634.68,1523.94
55.5309,315.207,208.001,-4.79291,8.00092,1634.68,1520.74
55.5464,315.123,208.756,-4.87674,8.75607,1634.68,1516.77
55.5643,315.165,209.265,-4.83514,9.2654,1634.68,1512.86
55.5797,315.34,208.884,-4.65988,8.88412,1634.68,1509.8
55.5976,315.129,205.789,-4.87085,5.78883,1634.68,1512.6
55.6131,315.417,205.346,-4.58313,5.34587,1634.68,1517.46
55.631,315.398,202.159,-4.6022,2.15945,1634.68,1517.46
55.6462,315.425,200.996,-4.5751,0.996445,1634.68,1517.46
55.6641,315.582,201.999,-4.41779,1.9991,1634.68,1517.46
55.6796,315.435,202.838,-4.56503,2.83807,1634.68,1517.46
55.6997,315.505,203.766,-4.49521,3.76588,1634.68,1517.46
55.7132,315.701,204.926,-4.29861,4.92621,1634.68,1517.46
55.7322,315.678,205.914,-4.32208,5.91429,1634.68,1511.15
55.747,315.613,206.611,-4.38739,6.61081,1634.68,1508.02
55.7645,315.692,207.529,-4.30777,7.5291,1634.68,1504.47
55.7798,315.7,208.609,-4.30035,8.60873,1634.68,1500.27
55.7976,315.661,209.134,-4.33859,9.13387,1634.68,1496.41
55.813,315.799,208.783,-4.20068,8.78294,1634.68,1493.36
55.8308,315.757,207.266,-4.24274,7.26649,1634.68,1490.56
55.8463,315.827,208.218,-4.17282,8.21754,1634.68,1486.62
55.8641,315.891,208.297,-4.10907,8.29668,1634.68,1483.4
55.8796,315.91,207.398,-4.09003,7.39839,1634.68,1480.6
55.8975,315.899,206.822,-4.10077,6.8217,1634.68,1477.8
55.9129,315.919,204.723,-4.08142,4.72264,1634.68,1483.55
55.9309,315.976,202.366,-4.02429,2.366,1634.68,1483.55
55.9463,316.067,201.391,-3.93298,1.39078,1634.68,1483.55
55.9643,316.036,200.77,-3.96402,0.770355,1634.68,1483.55
55.9797,316.136,200.503,-3.86441,0.503448,1634.68,1483.55
55.9975,316.159,201.656,-3.84143,1.65643,1634.68,1483.55
56.0129,316.134,202.92,-3.86566,2.92024,1634.68,1483.55
56.0309,316.191,203.375,-3.80902,3.375,1634.68,1483.55
56.0463,316.178,204.218,-3.82227,4.21768,1634.68,1483.55
56.0642,316.222,205.42,-3.77777,5.42033,1634.68,1483.55
56.0797,316.33,205.863,-3.67004,5.86279,1634.68,1476.38
56.0974,316.388,206.574,-3.61154,6.57364,1634.68,1473.35
56.1135,316.35,207.488,-3.65027,7.48792,1634.68,1469.76
56.1308,316.44,207.693,-3.56042,7.69324,1634.68,1466.67
56.1463,316.23,207.051,-3.76962,7.05148,1634.68,1463.87
56.1642,316.316,206.087,-3.68427,6.0871,1634.68,1461.07
56.1796,316.268,204.956,-3.73199,4.95645,1634.68,1466.21
56.1975,316.316,203.742,-3.68417,3.74249,1634.68,1466.21
56.2146,316.23,204.054,-3.76981,4.05371,1634.68,1466.21
56.2309,316.349,203.902,-3.65085,3.90167,1634.68,1466.21
56.2463,316.299,204.802,-3.70123,4.80247,1634.68,1466.21
56.2642,316.246,205.854,-3.75439,5.85381,1634.68,1459.73
56.2797,316.377,205.959,-3.62277,5.95949,1634.68,1456.93
56.2975,316.303,206.958,-3.69742,6.95844,1634.68,1453.55
56.3129,316.444,207.045,-3.55612,7.04523,1634.68,1450.75
56.3309,316.7,205.359,-3.30008,5.35928,1634.68,1455.85
56.3463,316.859,204.209,-3.14117,4.20886,1634.68,1455.85
56.3643,317.168,203.835,-2.83209,3.83542,1634.68,1455.85
56.3796,317.169,203.289,-2.83121,3.289,1634.68,1455.85
