Elapsed_Time(s),Target_X,Target_Y,Error_X,Error_Y,PWM_X,PWM_Y
14.9642,321.924,197.588,1.92389,-2.41208,1796.75,1501.35
14.9797,322.067,196.637,2.06668,-3.36267,1796.75,1501.35
14.9975,322.369,197.102,2.36914,-2.89807,1796.75,1501.35
15.013,322.766,196.727,2.76642,-3.27296,1796.75,1501.35
15.0308,322.932,196.008,2.93225,-3.99187,1796.75,1501.35
15.0463,323.282,195.74,3.28183,-4.26016,1796.75,1501.35
15.0643,323.871,195.548,3.87079,-4.45219,1796.75,1501.35
15.0797,324.183,195.339,4.18347,-4.6615,1796.75,1501.35
15.0975,324.838,195.306,4.83838,-4.69444,1796.75,1501.35
15.113,325.145,194.632,5.14517,-5.36829,1796.75,1501.35
15.1308,325.792,194.178,5.79199,-5.82205,1790.31,1507.82
15.1463,326.474,193.719,6.47382,-6.28099,1786.31,1510.62
15.1642,326.871,193.548,6.87079,-6.45219,1782.31,1513.42
15.1798,326.63,193.312,6.62991,-6.68767,1778.31,1516.22
15.1976,326.618,194.509,6.61832,-5.49109,1774.31,1511.33
15.2129,326.328,196.26,6.32809,-3.74016,1770.31,1511.33
15.2309,325.456,197.854,5.45572,-2.14583,1774.9,1511.33
15.2463,324.77,200.207,4.7702,0.207077,1774.9,1511.33
15.2642,323.813,200.027,3.81265,0.0267639,1774.9,1511.33
15.2796,322.759,198.828,2.75897,-1.1718,1774.9,1511.33
15.2974,322.763,199.763,2.76263,-0.237381,1774.9,1511.33
15.3129,322.575,198.937,2.5748,-1.06299,1774.9,1511.33
15.3308,322.74,198.456,2.73959,-1.54427,1774.9,1511.33
15.3463,322.716,198.672,2.71616,-1.32812,1774.9,1511.33
15.3643,322.975,198.028,2.97455,-1.97202,1774.9,1511.33
15.3798,323.679,197.066,3.67938,-2.93384,1774.9,1511.33
15.3975,324.444,197.307,4.44446,-2.6925,1774.9,1511.33
15.4129,324.992,196.849,4.99231,-3.15128,1774.9,1511.33
15.4311,325.847,196.205,5.84692,-3.79506,1768.48,1511.33
15.4463,326.664,195.604,6.66406,-4.39583,1764.48,1511.33
15.4641,326.798,195.158,6.79807,-4.84184,1760.48,1511.33
15.4807,325.947,194.616,5.94696,-5.38383,1756.48,1511.33
15.4976,325.151,195.165,5.15085,-4.83455,1761.07,1511.33
15.5129,325.816,194.652,5.81564,-5.34848,1753.93,1511.33
15.5308,325.846,193.505,5.84595,-6.49495,1749.93,1518.52
15.5463,326.284,193.951,6.28394,-6.04938,1745.93,1521.32
15.5642,326,193,6,-7,1741.93,1524.67
15.5796,324.6,192.626,4.60001,-7.37436,1747,1527.8
15.5975,323.387,193.761,3.38733,-6.23944,1747,1530.6
15.6129,322.304,194.988,2.30435,-5.01207,1747,1525.33
15.631,322.343,196.858,2.34329,-3.14178,1747,1525.33
15.6464,322.953,198.193,2.95337,-1.80653,1747,1525.33
15.6643,323.83,199.14,3.82956,-0.85965,1747,1525.33
15.6798,324.793,198.763,4.79294,-1.23738,1747,1525.33
15.6976,325.751,199.118,5.75122,-0.881638,1740.61,1525.33
15.713,326.413,198.768,6.41306,-1.23189,1736.61,1525.33
15.7309,327.313,198.455,7.31265,-1.54483,1732.61,1525.33
15.7464,328.073,198.569,8.07269,-1.43108,1728.61,1525.33
15.7643,327.513,197.761,7.51315,-2.23903,1724.61,1525.33
15.7796,326.014,198.357,6.0145,-1.64252,1720.61,1525.33
15.7975,325.052,199.132,5.052,-0.867615,1724.97,1525.33
15.813,323.949,197.755,3.94852,-2.2451,1724.97,1525.33
15.8309,323.896,197.92,3.896,-2.08038,1724.97,1525.33
15.8463,323.861,197.652,3.86111,-2.34848,1724.97,1525.33
15.8657,324,197.5,4,-2.5,1724.97,1525.33
15.8805,324.659,197.091,4.65948,-2.90887,1724.97,1525.33
15.8975,325.028,196.631,5.02798,-3.36896,1724.97,1525.33
15.9129,326.126,196.319,6.12619,-3.68095,1717.47,1525.33
15.9308,327.258,195.612,7.25769,-4.38771,1713.47,1525.33
15.9463,328.478,195.599,8.47784,-4.40094,1709.22,1525.33
15.9643,328.902,194.755,8.90195,-5.2451,1705.22,1525.33
15.9795,328.054,195,8.05353,-5,1701.22,1525.33
15.9975,327.197,195.468,7.19666,-4.53238,1697.22,1525.33
16.0129,326.308,195.251,6.30753,-4.74883,1693.22,1525.33
16.0307,326.304,194.988,6.30435,-5.01207,1689.22,1525.33
16.0462,326.395,194.768,6.39542,-5.23218,1685.22,1525.33
16.0642,326.481,193.981,6.48077,-6.01923,1681.22,1531.99
16.0795,325.485,194.531,5.48505,-5.46896,1686.7,1526.9
16.0976,325.083,194.523,5.08273,-5.47688,1686.7,1526.9
16.1129,324.389,194.042,4.38889,-5.95833,1686.7,1534.24
16.1308,324.751,194.496,4.75061,-5.50371,1686.7,1537.04
16.1462,324.59,194.021,4.59027,-5.97917,1686.7,1539.84
16.1641,325.541,194.11,5.54083,-5.88962,1680.57,1542.64
16.1796,327.103,194.239,7.10345,-5.76093,1676.55,1545.44
16.1978,328.398,194.707,8.39822,-5.29306,1672.42,1541.32
16.2129,329.536,194.681,9.53571,-5.31905,1667.81,1541.32
16.2308,330.312,196.022,10.3117,-3.97835,1663.31,1541.32
16.2462,330.981,198.26,10.9811,-1.73996,1658.56,1541.32
16.264,330.934,198.086,10.9342,-1.91383,1654.43,1541.32
16.2795,329.891,198.654,9.89136,-1.34567,1650.43,1541.32
16.2994,328.829,199.36,8.82858,-0.640472,1646.43,1541.32
16.313,328,199.36,8,-0.640091,1642.43,1541.32
16.3308,328.048,198.352,8.04761,-1.64761,1638.43,1541.32
16.3463,327.605,197.608,7.60519,-2.39244,1634.43,1541.32
16.3641,328.005,197.736,8.00461,-2.26437,1630.43,1541.32
16.3795,326.841,196.787,6.84058,-3.21255,1626.43,1541.32
16.3994,326.77,197.085,6.76956,-2.91499,1622.43,1541.32
16.4131,326.926,196.91,6.92642,-3.08966,1618.43,1541.32
16.4311,326.451,195.372,6.45056,-4.62758,1614.43,1541.32
16.4463,327,196.36,7,-3.64009,1610.43,1541.32
16.4641,326.777,195.963,6.77701,-4.03679,1606.43,1541.32
16.4796,326.536,194.681,6.53571,-5.31905,1602.43,1541.32
16.4975,326.589,195.897,6.58905,-4.10274,1598.43,1541.32
16.5129,326.549,194.81,6.54861,-5.18982,1594.43,1541.32
16.5308,326.649,194.246,6.64877,-5.75392,1590.43,1547.69
16.5462,326.171,194.343,6.1713,-5.65741,1586.43,1550.49
16.5641,326.493,194.433,6.49304,-5.56712,1582.43,1553.29
16.5795,327.649,194.246,7.64877,-5.75392,1578.43,1556.09
16.5974,328.219,194.117,8.21912,-5.88345,1574.43,1558.89
16.6128,328.426,196.903,8.42593,-3.09671,1570.43,1553.92
16.6308,328.949,197.957,8.94928,-2.04347,1566.43,1553.92
16.6462,329.318,198.186,9.31769,-1.81432,1562.43,1553.92
16.6641,329.939,200.312,9.93896,0.31221,1558.18,1553.92
16.6795,329.951,198.958,9.95071,-1.04225,1554.18,1553.92
16.6973,330.079,198.107,10.0786,-1.89285,1550.18,1553.92
16.713,330.514,199.624,10.5141,-0.37558,1545.8,1553.92
16.7308,330.596,198.236,10.5964,-1.76418,1541.69,1553.92
16.7462,332.362,197.731,12.3621,-2.26859,1535.49,1553.92
16.7641,332.638,197.671,12.6379,-2.32854,1530.46,1553.92
16.7795,332.348,197.394,12.3478,-2.60628,1525.99,1553.92
16.7974,331.599,198.117,11.5991,-1.88345,1521.99,1553.92
16.8129,331.5,198.365,11.5,-1.6347,1517.68,1553.92
16.8308,331.338,197.463,11.3382,-2.53676,1513.46,1553.92
16.8463,330.522,197.974,10.5225,-2.026,1509.46,1553.92
16.864,331.276,198.329,11.2758,-1.67146,1504.59,1553.92
16.8818,331.087,197.524,11.0865,-2.47583,1500.49,1553.92
16.8995,331.506,198.158,11.5061,-1.84184,1495.78,1553.92
16.9135,331.114,197.841,11.1136,-2.15909,1491.78,1553.92
16.9313,331.587,198.159,11.5869,-1.84058,1487,1553.92
16.9468,331.443,197.747,11.4428,-2.25304,1482.75,1553.92
16.9643,331.299,198.072,11.2988,-1.92839,1478.53,1553.92
16.9797,330.557,198.21,10.5571,-1.79048,1474.53,1553.92
16.9975,330.735,198.894,10.7347,-1.10564,1470.29,1553.92
17.0129,330.104,198.667,10.1035,-1.33333,1466.29,1553.92
17.0308,330.485,198.866,10.4849,-1.13383,1462,1553.92
17.0467,331,199.178,11,-0.822052,1457.36,1553.92
17.0642,330.441,198.708,10.4412,-1.29167,1453.36,1553.92
17.0796,329.656,199.862,9.65625,-0.138016,1449.36,1553.92
17.0976,329,200.5,9,0.5,1445.36,1553.92
17.1145,328.254,200.353,8.25433,0.353088,1441.36,1553.92
17.1309,327.573,201.898,7.57257,1.89784,1437.36,1553.92
17.1464,328.101,202.732,8.1011,2.73224,1433.36,1553.92
17.1643,327.583,201.486,7.5827,1.48642,1429.36,1553.92
17.1796,326.86,203.661,6.85995,3.66107,1425.36,1553.92
17.1974,326.305,204.925,6.3046,4.92529,1421.36,1553.92
17.2129,326.206,204.765,6.20581,4.76521,1417.36,1553.92
17.2309,326.087,206.069,6.0871,6.06908,1413.36,1547.22
17.2463,326.13,207,6.12964,7,1409.36,1543.77
17.2642,325.258,207.309,5.25757,7.3091,1413.8,1540.76
17.2797,324,209.206,4,9.20605,1413.8,1535.65
17.2976,322.44,210.133,2.44,10.1333,1413.8,1531.12
17.313,323.074,210.269,3.07443,10.2686,1413.8,1527.09
17.3309,324.038,209.066,4.03775,9.06604,1413.8,1524.29
17.3464,325.648,206.981,5.6478,6.98112,1406.89,1521.49
17.3642,326.956,205.283,6.95624,5.28282,1402.89,1526.57
17.3797,328.467,204.767,8.46667,4.76666,1398.39,1526.57
17.3977,328.5,204.152,8.5,4.15218,1394.39,1526.57
17.4129,328.027,205.168,8.02695,5.16835,1390.39,1526.57
17.4312,327.523,206.19,7.52328,6.18996,1386.39,1519.81
17.4463,327.594,207.406,7.59387,7.40613,1382.39,1515.94
17.4642,327.43,208.632,7.43024,8.63179,1378.39,1511.76
17.4796,326.074,209.468,6.07446,9.46808,1374.39,1507.45
17.4974,325.43,208.632,5.43024,8.63179,1378.83,1504.65
17.5131,324.659,209.536,4.65918,9.53558,1378.83,1500.26
17.531,323.5,210.686,3.5,10.6856,1378.83,1495.35
17.5463,323.605,211.682,3.60538,11.682,1378.83,1490.05
17.5643,324.5,212.314,4.5,12.3144,1378.83,1484.9
17.5797,325.43,211.632,5.43024,11.6318,1378.83,1481.04
17.5976,326.168,212.993,6.16833,12.9933,1372,1475.1
17.613,327.233,214.489,7.23334,14.4889,1368,1468.31
17.631,328.401,213.33,8.40143,13.3297,1363.95,1464.06
17.6463,328.956,212.367,8.95557,12.3667,1359.95,1460.16
17.6642,328.297,211.652,8.29749,11.6523,1355.95,1456.23
17.6796,327.102,211.565,7.10175,11.5649,1351.95,1451.89
17.6976,326.259,211.626,6.25925,11.6259,1347.95,1447.41
17.713,324.45,211.44,4.45001,11.44,1353.24,1443.2
17.7309,322.806,213.102,2.80612,13.102,1353.24,1437
17.7464,320.608,213.955,0.608429,13.9547,1353.24,1430.96
17.7644,318.862,212.862,-1.13806,12.862,1353.24,1426.83
17.7796,318.821,212.534,-1.1792,12.5341,1353.24,1422.33
17.7976,319,211.14,-1,11.14,1353.24,1419.08
17.8129,319.536,210.659,-0.464417,10.6592,1353.24,1415.42
17.8308,319.83,209.934,-0.1698,9.93396,1353.24,1412.15
17.8464,320.096,208.205,0.0957031,8.20462,1353.24,1409.35
17.8643,320.274,206.552,0.274292,6.55208,1353.24,1406.55
17.8796,320.686,206.954,0.686462,6.9538,1353.24,1403.54
17.8975,320.731,206.887,0.731384,6.88673,1353.24,1400.74
17.9144,320.865,206.657,0.864685,6.65677,1353.24,1397.94
17.9329,320.898,206.898,0.898163,6.89815,1353.24,1395.13
17.9466,320.894,206.548,0.894226,6.54808,1353.24,1392.33
17.9642,321.076,207.135,1.07645,7.13455,1353.24,1389.17
17.9797,321.04,207.202,1.0405,7.2025,1353.24,1386.35
17.9976,321,207,1,7,1353.24,1383.55
18.013,321.083,205.843,1.08261,5.84331,1353.24,1380.75
18.0326,321,205,1,5,1353.24,1384.62
18.0465,320.95,205.147,0.94986,5.14749,1353.24,1384.62
18.0643,321.024,204.968,1.02359,4.96754,1353.24,1384.62
18.0797,321,205,1,5,1353.24,1384.62
18.0976,321.066,205.707,1.06552,5.70656,1353.24,1378.32
18.113,320.976,206.032,0.97641,6.03246,1353.24,1375.52
18.131,321.084,205.916,1.08405,5.91594,1353.24,1372.72
18.1463,321,206,1,6,1353.24,1369.92
18.1643,321.057,205.541,1.05737,5.54099,1353.24,1367.12
18.1796,321.032,203.563,1.03174,3.56349,1353.24,1371.83
18.1976,320.916,202.084,0.915955,2.08406,1353.24,1371.83
18.213,320.916,201.084,0.915955,1.08406,1353.24,1371.83
18.2309,320.916,200.084,0.915955,0.0840607,1353.24,1371.83
18.2463,321.083,200.843,1.08261,0.843307,1353.24,1371.83
18.2643,320.916,201.084,0.915955,1.08406,1353.24,1371.83
18.2796,320.904,200.316,0.903503,0.315796,1353.24,1371.83
18.2976,321.084,200.916,1.08405,0.915939,1353.24,1371.83
18.313,320.916,201.084,0.915955,1.08406,1353.24,1371.83
18.3309,320.916,201.084,0.915955,1.08406,1353.24,1371.83
18.3463,320.916,201.084,0.915955,1.08406,1353.24,1371.83
18.3643,320.78,201.049,0.779724,1.04927,1353.24,1371.83
18.3796,320.74,200.988,0.740417,0.988205,1353.24,1371.83
18.3976,320.707,201.066,0.706543,1.06552,1353.24,1371.83
18.4129,320.707,201.066,0.706543,1.06552,1353.24,1371.83
18.431,320.499,200.885,0.498596,0.885147,1353.24,1371.83
18.4464,320.549,200.619,0.549011,0.619049,1353.24,1371.83
18.4643,320.459,200.177,0.458679,0.176636,1353.24,1371.83
18.4796,320.316,200.079,0.315796,0.078949,1353.24,1371.83
18.4975,320.23,199.902,0.229706,-0.0980377,1353.24,1371.83
18.513,320.186,199.243,0.186188,-0.75676,1353.24,1371.83
18.5309,320.032,198.976,0.0324402,-1.02361,1353.24,1371.83
18.5463,320.067,198.78,0.0666809,-1.22029,1353.24,1371.83
18.5642,320,198,0,-2,1353.24,1371.83
18.5796,319.989,197.595,-0.0113831,-2.40456,1353.24,1371.83
18.5976,319.853,197.05,-0.147491,-2.94986,1353.24,1371.83
18.613,319.844,196.327,-0.155762,-3.6729,1353.24,1371.83
18.6308,319.359,195.899,-0.640594,-4.10146,1353.24,1371.83
18.6464,319.064,195.036,-0.936371,-4.96364,1353.24,1371.83
18.6642,319,193.924,-1,-6.07602,1353.24,1378.57
18.6796,318.492,191.893,-1.50848,-8.10735,1353.24,1383.38
18.6976,317.825,189.131,-2.17487,-10.8689,1353.24,1389.52
18.7129,316.964,185.315,-3.03616,-14.6848,1353.24,1398.35
18.7309,315.669,181.2,-4.3309,-18.8005,1353.24,1408.48
18.7474,313.841,176.268,-6.15872,-23.7324,1360.46,1421.43
18.7643,311.447,171.454,-8.55264,-28.5461,1360.46,1421.43
18.7796,307.868,165.89,-12.1316,-34.1096,1370.17,1443.26
18.7976,304.522,161.033,-15.4775,-38.9669,1378.48,1461.63
18.8129,299.972,156.097,-20.0284,-43.9034,1389.96,1482.53
18.8308,294.21,148.854,-25.7899,-51.1458,1403.97,1507.29
18.8463,288.139,145.013,-31.8607,-54.9873,1421.23,1531.49
18.8641,283.5,145.5,-36.5,-54.5,1438.53,1551.91
18.8795,280.82,148.01,-39.1803,-51.9895,1455.72,1569.62
18.8974,278.858,156.27,-41.1424,-43.7303,1472.83,1580.29
18.9129,278.338,164.364,-41.6623,-35.636,1489.15,1587.1
18.9323,278.973,171.389,-41.0269,-28.6111,1504.37,1593.32
18.9466,280.212,181.182,-39.7878,-18.8176,1518.42,1590.52
18.9643,283.207,188.622,-36.7927,-11.3781,1530.25,1587.72
18.9796,286.858,193.798,-33.1423,-6.20224,1539.8,1584.92
18.9975,290.67,199.893,-29.3297,-0.106812,1548.22,1580.41
19.0129,293.698,202.698,-26.3017,2.6983,1555.71,1580.41
19.0308,296.062,200.242,-23.9384,0.242035,1555.71,1580.41
19.0464,298.557,197.65,-21.4429,-2.35001,1559.84,1580.41
19.0641,300.752,197.488,-19.2477,-2.51158,1565.6,1580.41
19.0796,302.005,195.886,-17.9946,-4.11382,1571.42,1580.41
19.0975,303.247,196.671,-16.753,-3.32854,1576.92,1580.41
19.1129,304.614,196.7,-15.3857,-3.3,1581.66,1580.41
19.1308,305.642,196.321,-14.358,-3.67902,1586.4,1580.41
19.1463,307.371,196.912,-12.6291,-3.08772,1590.4,1580.41
19.1643,308.682,196.284,-11.3184,-3.71642,1594.4,1580.41
19.1796,310.389,195.708,-9.61111,-4.29167,1598.4,1580.41
19.1976,312.179,195.784,-7.82089,-4.21642,1602.4,1580.41
19.2129,313.099,194.706,-6.90103,-5.29427,1606.4,1580.41
19.2308,314.523,195.318,-5.47726,-4.68182,1601.38,1580.41
19.2463,316.021,194.89,-3.979,-5.11023,1601.38,1580.41
19.2642,316.878,194.469,-3.12241,-5.53125,1601.38,1586.51
19.2796,316.524,194.704,-3.4762,-5.29575,1601.38,1581.82
19.2975,316.437,194.99,-3.56329,-5.01033,1601.38,1581.82
19.313,315.86,194.878,-4.1402,-5.12169,1601.38,1581.82
19.3307,315.411,195.102,-4.58871,-4.89784,1601.38,1581.82
19.3464,315.053,194.957,-4.94666,-5.04266,1601.38,1581.82
19.3642,314.719,195.509,-5.2807,-4.49123,1601.38,1581.82
19.3796,314.524,195.644,-5.4762,-4.3559,1601.38,1581.82
19.3974,314.089,195.605,-5.91129,-4.39516,1607.95,1581.82
19.4129,313.797,195.893,-6.20267,-4.10667,1611.95,1581.82
19.431,313.644,195.629,-6.3559,-4.37093,1615.95,1581.82
19.4464,314.089,195.605,-5.91129,-4.39516,1619.95,1581.82
19.4646,315.356,195.91,-4.6441,-4.09023,1615.73,1581.82
19.4797,317.382,195.397,-2.61801,-4.60341,1615.73,1581.82
19.4998,319.258,194.514,-0.741852,-5.48622,1615.73,1581.82
19.515,320.316,194.552,0.315521,-5.44783,1615.73,1581.82
19.5311,320.61,193.734,0.609833,-6.26614,1615.73,1589.29
19.5464,320.791,193.738,0.791351,-6.26208,1615.73,1592.09
19.5664,320.791,193.738,0.791351,-6.26208,1615.73,1594.89
19.5797,320.71,193.423,0.710266,-6.57692,1615.73,1597.7
19.5975,320.804,193.333,0.80423,-6.66667,1615.73,1600.5
19.613,320.804,193.333,0.80423,-6.66667,1615.73,1603.3
19.6309,321.016,192.997,1.01587,-7.00264,1615.73,1606.22
19.6464,321.315,193.71,1.3154,-6.28975,1615.73,1609.02
19.6662,321.669,196.089,1.66901,-3.91142,1615.73,1604.9
19.6797,322.583,197.546,2.5827,-2.45432,1615.73,1604.9
19.6976,323.5,196.5,3.5,-3.5,1615.73,1604.9
19.713,324.347,196.109,4.34668,-3.89067,1615.73,1604.9
19.7309,325.033,195.485,5.03284,-4.51515,1615.73,1604.9
19.7464,325.5,192.739,5.5,-7.26086,1609.01,1613.77
19.7643,325.5,190.5,5.5,-9.5,1605.01,1619.02
19.7796,325.401,187.879,5.40094,-12.1212,1609.66,1625.86
19.7975,323.933,185.92,3.93283,-14.0796,1609.66,1632.64
19.813,322.926,187.703,2.92566,-12.2974,1609.66,1635.83
19.8309,321.664,189.089,1.66397,-10.9113,1609.66,1638.98
19.8464,321.016,188.776,1.01562,-11.224,1609.66,1643.52
19.8643,320.172,188.039,0.171875,-11.9609,1609.66,1648.62
19.8797,319.426,186.503,-0.574371,-13.4974,1609.66,1655.06
19.8977,318.658,185.171,-1.34158,-14.8292,1609.66,1661.68
19.9131,317.738,184.087,-2.2619,-15.9127,1609.66,1668.66
19.9309,316.814,184.155,-3.18634,-15.8451,1609.66,1674.66
19.9477,315.916,187.553,-4.08395,-12.4469,1609.66,1677.46
19.965,314.914,187.141,-5.08594,-12.8594,1609.66,1682.67
19.9797,314.275,187.449,-5.72549,-12.5515,1616.89,1687.19
19.9977,313.677,190.804,-6.32275,-9.19577,1620.89,1689.99
20.013,312.71,192.468,-7.29031,-7.53226,1624.89,1692.79
20.031,312.936,196.295,-7.0643,-3.70476,1628.89,1687.33
20.0465,314.049,197.672,-5.95071,-2.32753,1632.89,1687.33
20.0643,315.399,197.866,-4.60114,-2.1339,1628.53,1687.33
20.0797,316.814,197.107,-3.18579,-2.89345,1628.53,1687.33
20.0976,317.595,195.296,-2.40457,-4.7037,1628.53,1687.33
20.113,317.447,195.917,-2.5527,-4.08263,1628.53,1687.33
20.1309,316.991,195.911,-3.00919,-4.08868,1628.53,1687.33
20.1464,316.578,195.177,-3.42166,-4.82336,1628.53,1687.33
20.1642,316.555,195.745,-3.44547,-4.25455,1628.53,1687.33
20.1797,315.753,195.528,-4.24692,-4.47223,1628.53,1687.33
20.1978,315.654,195.606,-4.34604,-4.39365,1628.53,1687.33
20.2131,315.349,195.755,-4.65094,-4.24529,1628.53,1687.33
20.2309,314.758,195.458,-5.24243,-4.54242,1628.53,1687.33
20.2464,314.63,195.512,-5.37036,-4.48766,1628.53,1687.33
20.2643,314.293,195.632,-5.70715,-4.3676,1634.85,1687.33
20.2803,314.009,195.586,-5.99066,-4.41434,1638.85,1687.33
20.2977,313.855,196.429,-6.14505,-3.57098,1642.85,1687.33
20.313,313.917,196.51,-6.08334,-3.49039,1646.85,1687.33
20.3309,314.758,196.458,-5.24243,-3.54242,1642.44,1687.33
20.3465,316.206,196.365,-3.79419,-3.63478,1642.44,1687.33
20.3643,317.447,195.249,-2.55255,-4.75075,1642.44,1687.33
20.3813,318.018,195.358,-1.98181,-4.64243,1642.44,1687.33
20.3976,318.546,195.679,-1.4537,-4.32098,1642.44,1687.33
20.413,318.726,195.717,-1.27359,-4.28302,1642.44,1687.33
20.431,318.876,196.361,-1.12424,-3.63939,1642.44,1687.33
20.4464,319.117,196.511,-0.882538,-3.48889,1642.44,1687.33
20.4643,319.546,196.679,-0.453705,-3.32098,1642.44,1687.33
20.4797,319.871,197.078,-0.12912,-2.92192,1642.44,1687.33
20.4977,320.327,197.547,0.327332,-2.45346,1642.44,1687.33
20.5129,320.758,198.458,0.757568,-1.54242,1642.44,1687.33
20.5309,321.386,199.096,1.38596,-0.903503,1642.44,1687.33
20.5464,321.728,200.19,1.7283,0.190475,1642.44,1687.33
20.5643,322.379,201.141,2.3793,1.14081,1642.44,1687.33
20.5796,322.592,202.055,2.59229,2.0551,1642.44,1687.33
20.5976,322.971,203.376,2.9715,3.37607,1642.44,1687.33
20.613,323.473,204.978,3.47339,4.97758,1642.44,1687.33
20.631,323.716,206.259,3.71625,6.25896,1642.44,1680.42
20.6465,324.189,208.237,4.18933,8.23734,1642.44,1675.62
20.6643,324.592,210.261,4.59167,10.2611,1642.44,1670.23
20.6797,324.714,212.459,4.7139,12.4593,1642.44,1663.62
20.6977,325.077,214.853,5.07733,14.8533,1642.44,1656.23
20.713,325.446,217.022,5.44629,17.022,1642.44,1647.91
20.731,325.563,218.736,5.56329,18.7364,1636.28,1639.52
20.7463,325.913,220.269,5.91318,20.2689,1632.28,1630.5
20.7643,326.122,220.667,6.1217,20.6667,1628.28,1622.34
20.7798,326.19,220.375,6.19009,20.375,1624.28,1614.81
20.7975,325.219,219.642,5.2189,19.6418,1628.81,1607.86
20.813,325.193,221.543,5.19348,21.5431,1628.81,1598.04
20.831,324.194,222.708,4.19406,22.7078,1628.81,1588.54
20.8464,324.716,225.271,4.71588,25.2707,1628.81,1588.54
20.8642,325.775,227.674,5.77521,27.6744,1622.41,1574.37
20.8797,326.874,229.906,6.87393,29.906,1618.41,1561.09
20.8975,327.801,233.093,7.80109,33.0932,1614.41,1546.14
20.913,327.538,239.533,7.53845,39.5328,1610.41,1525.67
20.9309,326.597,246.189,6.59674,46.189,1606.41,1503.22
20.9464,326.065,250.63,6.06534,50.6298,1602.41,1480.18
20.9646,325.506,253.109,5.50641,53.109,1598.41,1458.16
20.9825,324.778,253.895,4.77777,53.8952,1602.43,1437.03
20.9979,323.161,251.895,3.16061,51.8955,1602.43,1418.92
21.0131,321.557,252.711,1.55658,52.711,1602.43,1398.11
21.031,321.259,251.534,1.2594,51.5342,1602.43,1379.3
21.0463,321.668,248.118,1.66797,48.1184,1602.43,1363.83
21.0643,322.026,242.102,2.02637,42.1019,1602.43,1352.11
21.0796,322.289,236.738,2.28873,36.738,1602.43,1342.61
21.0976,322.514,229.351,2.5141,29.3511,1602.43,1336.73
21.1131,322.366,221.186,2.36572,21.186,1602.43,1336.73
21.1314,321.607,213.892,1.60654,13.892,1602.43,1342.39
21.1463,321.359,206.23,1.35898,6.22971,1602.43,1346.63
21.1642,320.795,199.113,0.795105,-0.887466,1602.43,1351.15
21.1796,320.165,193.761,0.165436,-6.2388,1602.43,1358.8
21.1994,319.632,190.755,-0.368347,-9.2451,1602.43,1364.3
21.213,318.945,191.232,-1.05466,-8.76801,1602.43,1367.18
21.2309,318.169,194.889,-1.83136,-5.11111,1602.43,1360.81
21.2464,317.201,195.99,-2.79855,-4.01015,1602.43,1360.81
21.2642,316.266,196.724,-3.73392,-3.27611,1602.43,1360.81
21.2796,315.596,198.004,-4.40414,-1.99557,1602.43,1360.81
21.2975,314.619,198.673,-5.38095,-1.32738,1602.43,1360.81
21.313,314.064,198.212,-5.93649,-1.78787,1609.68,1360.81
21.3309,313.326,197.227,-6.6738,-2.7735,1613.68,1360.81
21.3464,312.364,196.673,-7.63556,-3.32741,1617.68,1360.81
21.3641,312.249,196.351,-7.75073,-3.64897,1621.68,1360.81
21.3796,313.46,195.375,-6.53967,-4.62482,1625.68,1360.81
21.3975,315.087,194.239,-4.91312,-5.76068,1620.95,1367.18
21.4129,316.422,192.93,-3.57779,-7.06963,1620.95,1370.98
21.431,317.664,191.65,-2.33618,-8.35043,1620.95,1375.08
21.4463,317.999,189.779,-2.00146,-10.2213,1620.95,1380.57
21.4642,316.554,189.038,-3.44638,-10.9623,1620.95,1385.29
21.4796,314.694,190.092,-5.30554,-9.9079,1620.95,1388.17
21.4975,312.316,189.885,-7.68399,-10.1154,1629.45,1392.18
21.5129,309.588,189.779,-10.4125,-10.2207,1635.72,1396.16
21.5309,306.446,191.256,-13.5537,-8.74435,1643.16,1398.96
21.5463,303.216,191.504,-16.7839,-8.49576,1652.28,1401.99
21.5642,300.935,190.302,-19.0648,-9.69833,1661.2,1406.57
21.5796,299.207,190.382,-20.7934,-9.61841,1670.59,1410.17
21.5975,298.612,191.277,-21.3884,-8.72324,1679.18,1412.97
21.613,297.568,191.376,-22.4322,-8.62361,1688.61,1416.17
21.6309,297.681,192.498,-22.3188,-7.50241,1697.03,1418.97
21.6463,296.248,191.777,-23.7523,-8.22275,1697.03,1418.97
21.6642,295.281,192.402,-24.7191,-7.59842,1708.2,1421.94
21.6796,294.89,193.905,-25.11,-6.09547,1718.11,1424.74
21.6974,293.757,194.83,-26.2426,-5.16997,1728.94,1420.29
21.7129,292.38,197.53,-27.6195,-2.4697,1740.63,1420.29
21.7309,291.966,199.332,-28.0344,-0.668381,1751.63,1420.29
21.7462,292.189,200.799,-27.8111,0.798569,1762.05,1420.29
21.7642,293.572,202.899,-26.4283,2.89876,1771.13,1420.29
21.7796,295.766,203.309,-24.2343,3.30858,1771.13,1420.29
21.7979,298.462,202.464,-21.5375,2.46422,1775.88,1420.29
21.8129,300.412,203.485,-19.5884,3.4847,1781.67,1420.29
21.8309,301.245,204.101,-18.7546,4.10074,1788.23,1420.29
21.8462,301.723,204.752,-18.2768,4.75244,1794.8,1420.29
21.8641,302.468,205.953,-17.5319,5.95264,1800.96,1413.7
21.8795,302.963,206.612,-17.0366,6.61179,1807.05,1410.63
